Categories,Competency,Proficiency Level,Course Title ,URL,Course with Hyperlink,Course Provider,Learning Outcomes,Training Period, Cost ,Training Mode,Start Date,End Date,Prioritisation
Finance Functional Competencies,C07: Value-For-Money & Resource Optimisation,(Level 4) Expert,Practical Financial Modelling & Analysis with Excel and ChatGPT,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g0K00000FqfgmQAB,Practical Financial Modelling & Analysis with Excel and ChatGPT,ISCA,√ Illustrate the professional way to construct and use financial models on spreadsheet,7hrs,$445.00,Classroom,28/7/2025,28/7/2025,2
Finance Functional Competencies,C07: Value-For-Money & Resource Optimisation,(Level 4) Expert,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,3
Finance Functional Competencies,C07: Value-For-Money & Resource Optimisation,(Level 4) Expert,Valuation Fundamentals for Infrastructure Projects,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000LdDmIAK,Valuation Fundamentals for Infrastructure Projects,ISCA,"√ Project Lifecycle
√ Project Risks and Financing
√ Contracts and Modelling",3.5hrs,$282.00,Classroom,Nil,Nil,0
Finance Functional Competencies,C07: Value-For-Money & Resource Optimisation,(Level 5) Master,Powerful Data Modelling and Data Analysis using Excel Power Pivot,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002wWVCAA2,Powerful Data Modelling and Data Analysis using Excel Power Pivot,ISCA,,7hrs,$445.00,Classroom,3/6/2025,3/6/2025,2
Finance Functional Competencies,C07: Value-For-Money & Resource Optimisation,(Level 5) Master,Practical Financial Modelling & Analysis with Excel and ChatGPT,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g0K00000FqfgmQAB,Practical Financial Modelling & Analysis with Excel and ChatGPT,ISCA,√ Illustrate the professional way to construct and use financial models on spreadsheet,7hrs,$445.00,Classroom,28/7/2025,28/7/2025,3
Finance Functional Competencies,C07: Value-For-Money & Resource Optimisation,(Level 5) Master,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,4
Finance Functional Competencies,C07: Value-For-Money & Resource Optimisation,(Level 5) Master,Valuation Fundamentals for Infrastructure Projects,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000LdDmIAK,Valuation Fundamentals for Infrastructure Projects,ISCA,"√ Project Lifecycle
√ Project Risks and Financing
√ Contracts and Modelling",3.5hrs,$282.00,Classroom,Nil,Nil,0
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 1) Foundation,Effective Budgeting Skills,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CREBS13,Effective Budgeting Skills,Civil Service College,"√ Describe budgeting and its purpose
√ Distinguish the different types of budget
√ Explain the principles of a good budget
√ Budget for organiation and departments using relevant tools and techniques",16HRS,$545.00,Classroom,2/2/2026,3/2/2026,3
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 1) Foundation,Evaluation Planning at Programme Design Stage,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRIPE12,Evaluation Planning at Programme Design Stage,Civil Service College,"√ Explain how a policy/programme can benefit from evaluation planning
√ Apply Theory of Change concepts to articulate how a policy/programme leads to its desired outcomes
√ Practise “SMART” principles when setting indicators for a policy/programme
√ Apply a basic Evaluation Plan to a policy/programme that sets out the requirements for the evaluation
√ Apply Data Collection principles to collect information required to evaluate a policy/programme",8HRS,470,Virtual Classroom,13/6/2025,13/6/2025,2
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 1) Foundation,Fundamentals of Public Finance Management Module 1 - Ministry and Statutory Board Finance,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRFPFM1,Fundamentals of Public Finance Management Module 1 - Ministry and Statutory Board Finance,Civil Service College,"√ Identify underlying governance structure of public sector 
√ Describe relevant Finance policies and IM, and key concepts in preparation and administration of government budget
√ Understand costing and budgeting approaches
√ Explain key concepts and overview of financial management in SB",14.25HRS,$925.00,Classroom,28/8/2025,29/8/2025,1
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 1) Foundation,[E-Learning] Indicator Setting Guide,,[E-Learning] Indicator Setting Guide,learn.gov.sg,,5 min,Free,E-Learning,OTOT,OTOT,4
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 1) Foundation,[E-Learning] Theory of Change (ToC),,[E-Learning] Theory of Change (ToC),learn.gov.sg,,6 min,Free,E-Learning,OTOT,OTOT,5
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 2) Intermediate,Evaluation Planning at Programme Design Stage,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRIPE12,Evaluation Planning at Programme Design Stage,Civil Service College,"√ Explain how a policy/programme can benefit from evaluation planning
√ Apply Theory of Change concepts to articulate how a policy/programme leads to its desired outcomes
√ Practise “SMART” principles when setting indicators for a policy/programme
√ Apply a basic Evaluation Plan to a policy/programme that sets out the requirements for the evaluation
√ Apply Data Collection principles to collect information required to evaluate a policy/programme",8HRS,470,Virtual Classroom,13/6/2025,13/6/2025,2
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 2) Intermediate,Financial Analysis Validating Business Performance,,Financial Analysis Validating Business Performance,ISCA,,NIL, NIL ,NIL,NIL,NIL,0
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 2) Intermediate,Financial Analysis: Validating Business Performance with ChatGPT,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000001sHgyAAE,Financial Analysis: Validating Business Performance with ChatGPT,ISCA,,7HRS,$445.00,Classroom,27/6/2025,27/6/2025,3
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 2) Intermediate,WSQ Let's work on easy-to-understand reports! Effective data visualisation and communication,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000st2GAAQ,WSQ Let's work on easy-to-understand reports! Effective data visualisation and communication,ISCA,√ learn all the basic skills and techniques to design and create effective and aesthetically pleasing data visualisations using Tableau ,16hrs,$610.00,Classroom,27/11/2025,28/11/2025,1
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 3) Advanced,A Public Officer's Programme Evaluation Journey,,A Public Officer's Programme Evaluation Journey,Civil Service College,"√ Learn how to design and manage a programme evaluation
√ Learn the basic tools to plan, carry out and use evaluation on the ground",,,Virtual Classroom,Nil,,0
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 3) Advanced,Evaluation Planning at Programme Design Stage,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRIPE12,Evaluation Planning at Programme Design Stage,Civil Service College,"√ Explain how a policy/programme can benefit from evaluation planning
√ Apply Theory of Change concepts to articulate how a policy/programme leads to its desired outcomes
√ Practise “SMART” principles when setting indicators for a policy/programme
√ Apply a basic Evaluation Plan to a policy/programme that sets out the requirements for the evaluation
√ Apply Data Collection principles to collect information required to evaluate a policy/programme",8HRS,470,Virtual Classroom,13/6/2025,13/6/2025,3
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 3) Advanced,Business Analytics and Reporting,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TPDMAA4,Business Analytics and Reporting,ISCA,"√ Introuction to excel for reporting
√ Use of advanced excel functions and tools to automate and solve monthly financial reporting, financial analysis and budgeting task",21HRS,"$1,800.00",Blended,13/6/2025,18/6/2025,1
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 3) Advanced,Business Analytics and Reporting with Power BI,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TPMiAAO,Business Analytics and Reporting with Power BI,ISCA,"√ Introuction to excel for reporting
√ Use of advanced excel functions and tools to automate and solve monthly financial reporting, financial analysis and budgeting task
√ Enhance Business Analytics Capability with Power BI",28HRS,"$2,040.00",Blended,13/6/2025,19/6/2025,2
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 3) Advanced,Business Analytics for Strategic and Organizational Performance,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTBwAAO,Business Analytics for Strategic and Organizational Performance,ISCA,"√ appreciate the types of data analytics and statistical methods for descriptive, predictive, prescriptive and decisive insights in a business.",7HRS,$351.00,Virtual Classroom,Nil,,0
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 4) Expert,Evaluation Planning at Programme Design Stage,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRIPE12,Evaluation Planning at Programme Design Stage,Civil Service College,"√ Explain how a policy/programme can benefit from evaluation planning
√ Apply Theory of Change concepts to articulate how a policy/programme leads to its desired outcomes
√ Practise “SMART” principles when setting indicators for a policy/programme
√ Apply a basic Evaluation Plan to a policy/programme that sets out the requirements for the evaluation
√ Apply Data Collection principles to collect information required to evaluate a policy/programme",8HRS,470,Virtual Classroom,13/6/2025,13/6/2025,2
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 4) Expert,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,3
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 4) Expert,Valuation Fundamentals for Infrastructure Projects,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000LdDmIAK,Valuation Fundamentals for Infrastructure Projects,ISCA,"√ Project Lifecycle
√ Project Risks and Financing
√ Contracts and Modelling",3.5hrs,$282.00,Classroom,Nil,Nil,0
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 5) Master,Evaluation Planning at Programme Design Stage,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRIPE12,Evaluation Planning at Programme Design Stage,Civil Service College,"√ Explain how a policy/programme can benefit from evaluation planning
√ Apply Theory of Change concepts to articulate how a policy/programme leads to its desired outcomes
√ Practise “SMART” principles when setting indicators for a policy/programme
√ Apply a basic Evaluation Plan to a policy/programme that sets out the requirements for the evaluation
√ Apply Data Collection principles to collect information required to evaluate a policy/programme",8HRS,470,Virtual Classroom,13/6/2025,13/6/2025,2
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 5) Master,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,3
Finance Functional Competencies,C08: Evaluation & Performance Management ,(Level 5) Master,Valuation Fundamentals for Infrastructure Projects,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000LdDmIAK,Valuation Fundamentals for Infrastructure Projects,ISCA,"√ Project Lifecycle
√ Project Risks and Financing
√ Contracts and Modelling",3.5hrs,$282.00,Classroom,Nil,Nil,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 1) Foundation,1-Day Introduction to Data Science,https://aventislearning.com/course/1-day-introduction-to-data-science-virtual/,1-Day Introduction to Data Science,Aventis Learning Group Pte Ltd,This 1-day Introduction to Data Science course will equip you with foundational Data Science skills and prepare you for more advanced Data Science topics in future.,7,$635.00,Virtual,TBA,,7
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 1) Foundation,"Big Data Analytics: Opportunities, Challenges, and The Future",https://aventislearning.com/course/big-data-analytics-online-course/,"Big Data Analytics: Opportunities, Challenges, and The Future",Aventis Learning Group Pte Ltd,"In this one-day big data analytics course, be equipped with a comprehensive overview of big data analytics including the terminologies used in this field. You will also explore how big data incorporates with artificial intelligence to provide data-driven insights to businesses to make informed and reliable decisions.*Learners should have an internet-enabled laptop for this course.",8hrs,$680.00,TBA,TBA,,6
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 1) Foundation,Basic Data Analytics for Support Officers (strictly for DX8 & below),https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRBDA10,Basic Data Analytics for Support Officers (strictly for DX8 & below),Civil Service College,√ Use Microsoft Excel tools and gain foundational skills to analyse data and communicate insights to facilitate better decision-making.,8hr,$720.00,Classroom,2/7/2025,2/7/2025,1
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 1) Foundation,Data Analytics - Basic Principles and Applications,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRDDAVL,Data Analytics - Basic Principles and Applications,Civil Service College,√ Covers the whole process of data analytics using excel tools,20HRS,"$1,245.00",Virtual Classroom,28/7/2025,30/7/2025,5
